_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,does_the_utterance_make_sense,does_the_utterance_make_sense:confidence,how_close_does_the_utterance_convey_the_same_meaning_as_the_scenario,how_close_does_the_utterance_convey_the_same_meaning_as_the_scenario:variance,how_natural_does_the_utterance_sound_in_terms_of_what_a_native_english_speaker_would_say,how_natural_does_the_utterance_sound_in_terms_of_what_a_native_english_speaker_would_say:variance,does_the_utterance_make_sense_gold,flab_bad_content,how_close_does_the_utterance_convey_the_same_meaning_as_the_scenario_gold,how_natural_does_the_utterance_sound_in_terms_of_what_a_native_english_speaker_would_say_gold,scenario,utterance
1778009450,false,finalized,2,6/22/2018 23:36:15,Yes,1.0,5.0,2.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,sir please can you tell me about other people of this area 
1778009451,false,finalized,2,6/22/2018 23:39:07,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,what do u think about neighbors of this house 
1778009452,false,finalized,2,6/22/2018 23:41:44,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how safe is this neighborhood 
1778009453,false,finalized,2,6/22/2018 23:38:54,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how can i know how safe this neighborhood is 
1778009454,false,finalized,2,6/22/2018 23:34:47,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,what is the percentage of security in this neighborhood 
1778009455,false,finalized,2,6/22/2018 23:34:41,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,you want to know how safe the neighborhood is
1778009456,false,finalized,2,6/22/2018 23:34:16,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,you want to know how safe the neighborhood is
1778009457,false,finalized,2,6/22/2018 23:33:39,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,you want to know how safe the neighborhood is
1778009458,false,finalized,4,6/22/2018 23:44:17,Yes,0.7507,6.5,0.5,6.25,0.829,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,what is the situation about security around the neighborhood 
1778009459,false,finalized,2,6/22/2018 23:34:21,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,there s enought police stations near the neighborhood 
1778009460,false,finalized,2,6/22/2018 23:39:53,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,there s enought lightning in the public places in the neighborhood 
1778009461,false,finalized,2,6/22/2018 23:39:32,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how safe is neighborhood 
1778009462,false,finalized,2,6/22/2018 23:42:01,Yes,1.0,4.5,0.5,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,normal neighbors 
1778009463,false,finalized,2,6/22/2018 23:29:24,Yes,1.0,1.5,0.5,1.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,neighbors worthy 
1778009464,false,finalized,2,6/22/2018 23:40:37,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how safe is the neighborhood 
1778009465,false,finalized,2,6/22/2018 23:57:08,Yes,1.0,5.0,0.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,the neighborhood is safe 
1778009466,false,finalized,2,6/22/2018 23:47:08,Yes,1.0,5.5,0.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,the neighborhood is safe to my kids play in the backyard at night 
1778009467,false,finalized,2,6/22/2018 23:48:57,Yes,1.0,5.0,0.0,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is the neighborhood safe at night 
1778009468,false,finalized,2,6/22/2018 23:28:24,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is the neighborhood safe for leaving children alone 
1778009469,false,finalized,2,6/22/2018 23:34:16,Yes,1.0,6.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,can i park my car in front of my house without being worried 
1778009470,false,finalized,2,6/22/2018 23:34:13,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,can you let me know how safe the neighborhood is 
1778009471,false,finalized,2,6/22/2018 23:33:02,Yes,1.0,5.5,0.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is there a rating of the safeness of the neighborhood 
1778009472,false,finalized,2,6/22/2018 23:33:46,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how safe is this neighborhood 
1778009473,false,finalized,2,6/22/2018 23:40:04,Yes,1.0,5.5,0.5,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how often is the police department guardinng the zone 
1778009474,false,finalized,2,6/22/2018 23:32:34,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is it a familiar neighborhood 
1778009475,false,finalized,2,6/22/2018 23:29:18,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how safe is the area at night 
1778009476,false,finalized,2,6/22/2018 23:34:47,Yes,1.0,3.5,1.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,you are looking to move immediately
1778009477,false,finalized,2,6/25/2018 17:28:21,Yes,1.0,1.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,you are looking to move immediately
1778009478,false,finalized,2,6/22/2018 23:28:32,Yes,1.0,3.0,2.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,you are looking to move immediately
1778009479,false,finalized,2,6/22/2018 23:28:21,Yes,1.0,5.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is it safe to stay here at night
1778009480,false,finalized,2,6/22/2018 23:48:14,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,am i safe in this locality
1778009481,false,finalized,2,6/22/2018 23:41:14,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is it safe to move in to this neighbourhood
1778009485,false,finalized,2,6/25/2018 15:38:54,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is this a safe neighborhood 
1778009486,false,finalized,2,6/25/2018 15:33:03,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how safe is it to live here 
1778009487,false,finalized,2,6/25/2018 15:36:06,Yes,1.0,4.0,2.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,what is the crime rate of this neighborhood 
1778009488,false,finalized,2,6/25/2018 15:39:26,Yes,1.0,5.5,0.5,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,i d like to know the level of safety in the neighborhod 
1778009489,false,finalized,2,6/25/2018 15:43:50,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is the neighborhood considered safe 
1778009490,false,finalized,2,6/25/2018 15:38:45,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is safety guaranteed in the neighborhood 
1778009491,false,finalized,2,6/25/2018 15:38:51,Yes,1.0,4.5,0.5,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,safe the neighborhood is
1778009492,false,finalized,2,6/25/2018 15:28:05,Yes,1.0,4.5,2.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,have there been robberies in that neighborhood lately 
1778009493,false,finalized,2,6/25/2018 15:32:38,Yes,1.0,4.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is there enough surveillance in streets 
1778009494,false,finalized,2,6/25/2018 15:40:35,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is neighborhood safe 
1778009495,false,finalized,2,6/25/2018 15:28:07,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is this neighborhood safe 
1778009496,false,finalized,2,6/25/2018 15:28:37,Yes,1.0,5.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is this a good place to live 
1778009497,false,finalized,2,6/25/2018 15:39:45,Yes,1.0,4.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how calm is this neighborhood 
1778009498,false,finalized,2,6/25/2018 15:24:39,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is the neighborhood safe
1778009499,false,finalized,2,6/25/2018 15:41:58,Yes,1.0,3.5,1.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,there is a police near
1778009500,false,finalized,2,6/25/2018 15:38:36,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how safe is the neighborhood
1778009501,false,finalized,2,6/25/2018 15:35:06,Yes,1.0,5.0,0.0,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how much credit do i need 
1778009502,false,finalized,2,6/25/2018 15:39:48,Yes,1.0,2.5,1.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how much credit do i need 
1778009503,false,finalized,2,6/25/2018 15:38:54,Yes,1.0,3.0,2.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how much credit do i need 
1778009504,false,finalized,2,6/25/2018 15:34:37,Yes,1.0,5.0,0.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,would you please inform me regarding the neighborhood 
1778009505,false,finalized,2,6/25/2018 15:56:14,Yes,1.0,6.0,0.0,5.0,2.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,do upo have and details regarding the neighborhood 
1778009506,false,finalized,2,6/25/2018 15:36:06,Yes,1.0,4.0,1.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is it possible to have ny information regarding the neighborhood 
1778009507,false,finalized,2,6/25/2018 15:26:14,Yes,1.0,4.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is, is there street light at more of 10 pm 
1778009508,false,finalized,2,6/25/2018 15:41:10,Yes,1.0,4.5,0.5,5.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is, there is a history of robberies in the neighborhood 
1778009509,false,finalized,2,6/25/2018 15:48:03,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is, there are police stations in the vicinity of the neighborhood 
1778009510,false,finalized,2,6/25/2018 15:38:45,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,i want to know how safe the neighborhood is 
1778009511,false,finalized,2,6/25/2018 15:23:56,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how much security is there in this neighborhood 
1778009512,false,finalized,2,6/25/2018 15:56:14,Yes,1.0,3.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,in this neighborhood there are security cameras 
1778009513,false,finalized,2,6/25/2018 15:41:32,Yes,1.0,6.0,1.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,i want to know how safe the neighborhood is
1778009514,false,finalized,2,6/25/2018 15:41:45,Yes,1.0,6.0,0.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,what is the security that offers how safe is the neighborhood
1778009515,false,finalized,2,6/25/2018 15:26:52,Yes,1.0,4.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,neighborhood security
1778009516,false,finalized,2,6/25/2018 15:36:10,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is this neighborhood safe 
1778009517,false,finalized,2,6/25/2018 15:45:24,Yes,1.0,4.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,what is profile of people who live in that neighborhood 
1778009518,false,finalized,2,6/25/2018 15:31:12,Yes,1.0,7.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,were there some criminal activities there recently is it covered with survailence cameras 
1778009519,false,finalized,2,6/25/2018 15:39:47,Yes,1.0,4.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,do you have security cameras 
1778009520,false,finalized,2,6/25/2018 15:41:27,Yes,1.0,3.5,1.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how many families live in the charity 
1778009521,false,finalized,2,6/25/2018 15:32:45,Yes,1.0,5.5,0.5,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is it a safe area 
1778009522,false,finalized,2,6/25/2018 15:22:06,Yes,1.0,4.0,2.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,i want to know if it is a safe place for children
1778009523,false,finalized,2,6/25/2018 15:32:35,Yes,1.0,4.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how are the neighbors
1778009524,false,finalized,2,6/25/2018 15:45:24,Yes,1.0,5.0,0.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,have ever been robbed in the neighborhood
1778009525,false,finalized,2,6/25/2018 15:37:10,Yes,1.0,2.5,1.5,5.0,2.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,i am looking for an apartment under 500k
1778009526,false,finalized,2,6/25/2018 15:27:56,Yes,1.0,2.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,what is your policy on pets 
1778009527,false,finalized,2,6/25/2018 15:32:41,Yes,1.0,1.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how much is the rent per month 
1778009528,false,finalized,2,6/25/2018 15:37:26,Yes,1.0,5.5,1.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,people in the neighborhood 
1778009529,false,finalized,2,6/25/2018 15:34:48,Yes,1.0,5.5,0.5,4.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how reliable are those who live in this neighborhood 
1778009530,false,finalized,2,6/25/2018 15:28:07,Yes,1.0,4.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,people will not torture my dog right 
1778009531,false,finalized,2,6/25/2018 15:30:34,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,could you please tell me if the neighborhood is safe 
1778009532,false,finalized,2,6/25/2018 15:26:47,Yes,1.0,5.0,2.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,can you give me information about the neighbors of the neighborhood 
1778009533,false,finalized,2,6/25/2018 15:35:08,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,how safe is the neighborhood 
1778009534,false,finalized,2,6/25/2018 15:39:47,Yes,1.0,5.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is there police monitoring regularly 
1778009535,false,finalized,2,6/25/2018 15:30:01,Yes,1.0,5.5,0.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is there a neighbor with a criminal record 
1778009536,false,finalized,2,6/25/2018 15:26:58,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,it is possible to arrive late without anything bad happening to you 
1778009537,false,finalized,2,6/25/2018 16:08:56,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is the neighborhood safe 
1778009538,false,finalized,2,6/25/2018 15:37:10,Yes,1.0,5.5,0.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,there are many thefts 
1778009539,false,finalized,2,6/25/2018 17:30:26,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,there are registered deaths 
1778009540,false,finalized,2,6/25/2018 17:00:48,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,is this neighborhood safe
1778009541,false,finalized,2,6/25/2018 15:38:12,Yes,1.0,5.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,have there been robberies in this neighborhood
1778009542,false,finalized,2,6/25/2018 15:35:49,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know how safe the neighborhood is,are statistics available about the neighborhood safety 
1778009543,false,finalized,4,6/25/2018 16:12:59,Yes,0.5192,1.25,0.433,5.0,2.449,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,en ceroh
1778009544,false,finalized,2,6/25/2018 15:27:56,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,i want to know what happens during closing process 
1778009545,false,finalized,2,6/25/2018 15:39:48,Yes,1.0,6.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what want to know what happens during closing process 
1778009546,false,finalized,2,6/25/2018 15:40:41,Yes,1.0,6.0,0.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,where want to know what happens during closing process 
1778009547,false,finalized,2,6/25/2018 15:30:01,Yes,1.0,4.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what might you say to or ask a customer service agent in this scenario
1778009548,false,finalized,2,6/25/2018 15:30:10,Yes,1.0,5.5,0.5,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what might you say to or ask a customer service agent in this scenario
1778009549,false,finalized,2,6/25/2018 15:33:21,Yes,1.0,3.5,1.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what might you say to or ask a customer service agent in this scenario
1778009550,false,finalized,2,6/25/2018 15:38:45,No,1.0,1.0,0.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,buenos dias
1778009551,false,finalized,2,6/25/2018 15:26:52,No,1.0,1.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,buenos dias
1778009552,false,finalized,4,6/25/2018 15:30:46,Yes,0.7332,2.5,2.598,4.0,3.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,buenos dias
1778009553,false,finalized,2,6/25/2018 15:52:33,Yes,1.0,4.5,1.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what we will have to do to sign a contract 
1778009554,false,finalized,2,6/25/2018 15:36:09,Yes,1.0,3.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,how many days you need to hand me the keys of the apartment 
1778009555,false,finalized,2,6/25/2018 15:40:30,Yes,1.0,1.5,0.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,will the electricity be connected 
1778009556,false,finalized,2,6/25/2018 15:56:14,Yes,1.0,5.5,0.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what exactly haven in the closing process 
1778009557,false,finalized,2,6/25/2018 15:39:01,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,how is the closing process 
1778009558,false,finalized,2,6/25/2018 15:33:08,Yes,1.0,5.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,is the closing process too hard 
1778009559,false,finalized,2,6/25/2018 15:36:54,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what happens during the closing process 
1778009560,false,finalized,2,6/25/2018 15:36:52,Yes,1.0,5.0,0.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,will there be any problems during the closing process 
1778009561,false,finalized,2,6/25/2018 15:36:52,Yes,1.0,5.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what is the closing process 
1778009562,false,finalized,2,6/25/2018 15:28:51,Yes,1.0,1.5,0.5,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,when can i pay 
1778009563,false,finalized,2,6/25/2018 15:22:06,Yes,1.0,4.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,when we can do it
1778009564,false,finalized,2,6/25/2018 15:27:25,Yes,1.0,2.0,1.0,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,how we have to pay
1778009565,false,finalized,2,6/25/2018 15:40:30,Yes,1.0,2.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,i must sign legal documents 
1778009566,false,finalized,2,6/25/2018 15:51:49,Yes,1.0,3.0,2.0,3.0,2.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what happens on the big day 
1778009567,false,finalized,2,6/25/2018 15:38:54,Yes,1.0,1.0,0.0,1.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,how much are the costs 
1778009568,false,finalized,2,6/25/2018 15:35:01,Yes,1.0,5.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,i want closing from here please tell me what is process 
1778009569,false,finalized,2,6/25/2018 15:31:32,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,can you please tell me what happen when i do closing 
1778009570,false,finalized,2,6/25/2018 15:39:41,Yes,1.0,6.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,i need to know about closing process etc time requirement all thing which can happen 
1778009571,false,finalized,2,6/25/2018 17:27:09,Yes,1.0,5.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what happens in the real estate closing
1778009572,false,finalized,2,6/25/2018 15:26:52,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what should i expect during the closing process 
1778009573,false,finalized,2,6/25/2018 15:39:18,Yes,1.0,5.0,1.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,how should i prepare for the closing process 
1778009574,false,finalized,2,6/25/2018 15:36:57,Yes,1.0,7.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,you want to know what happens during closing process
1778009575,false,finalized,2,6/25/2018 15:39:19,Yes,1.0,6.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,you want to know what happens during closing process
1778009576,false,finalized,2,6/25/2018 15:28:19,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,you want to know what happens during closing process
1778009577,false,finalized,2,6/25/2018 15:38:27,Yes,1.0,5.0,1.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what is the next step after closing the purchase 
1778009578,false,finalized,2,6/25/2018 15:36:41,Yes,1.0,6.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,do i maintain the buyer status or am the immediate owner 
1778009579,false,finalized,2,6/25/2018 15:34:09,Yes,1.0,6.0,0.0,6.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,is there any inherent risk in the closing process 
1778009580,false,finalized,2,6/25/2018 15:48:01,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what happens during the closing process 
1778009581,false,finalized,2,6/25/2018 15:41:27,Yes,1.0,5.5,0.5,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what happens during closing 
1778009582,false,finalized,2,6/25/2018 15:51:09,Yes,1.0,5.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,how is the closing process going 
1778009583,false,finalized,2,6/25/2018 15:38:15,Yes,1.0,6.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what happens during closing process 
1778009584,false,finalized,2,6/25/2018 15:48:01,Yes,1.0,5.0,0.0,5.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,something happens during closing process 
1778009588,false,finalized,2,6/25/2018 15:40:44,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,can you explain me what happens during the closing process 
1778009589,false,finalized,2,6/25/2018 15:39:47,Yes,1.0,5.0,1.0,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what happens during closing process 
1778009590,false,finalized,2,6/25/2018 15:32:32,Yes,1.0,6.0,0.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,describe closing process to me
1778009591,false,finalized,2,6/25/2018 15:28:07,Yes,1.0,5.0,0.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,how is closing process 
1778009592,false,finalized,2,6/25/2018 17:07:39,Yes,1.0,5.5,0.5,6.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what does the closing process entail 
1778009593,false,finalized,2,6/25/2018 15:35:40,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what types of things happen during the closing process 
1778009594,false,finalized,2,6/25/2018 15:33:46,Yes,1.0,6.5,0.5,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,how does the closing process work 
1778009595,false,finalized,2,6/25/2018 15:38:01,Yes,1.0,5.0,0.0,5.5,0.5,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what are the steps during and after the closing process 
1778009596,false,finalized,2,6/25/2018 15:51:49,Yes,1.0,6.0,1.0,6.0,1.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what is the next thing after the closing process 
1778009597,false,finalized,2,6/25/2018 15:31:36,Yes,1.0,6.0,1.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,what is the closing process 
1778009598,false,finalized,2,6/25/2018 15:33:09,Yes,1.0,2.0,1.0,7.0,0.0,,ACCEPTABLE_CONTENT,,,You want to know what happens during closing process,you are looking to move immediately
