,SPEECH,CLUSTER_ID,SCENARIO,TYPICAL_VECTOR,INTRACLUSTER_DISTANCE,IS_BAD_CLUSTER
2756,there are registered deaths ,14,You want to know how safe the neighborhood is,,0.130946579043,
2790,i want to know how much your down payment should be,14,You want to know how much your down payment should be,,0.130946579043,
1399,is there a flat that i can live with my family ,14,You are looking for a single family home,,0.130946579043,
2779,you want to know how much your down payment should be,14,You want to know how much your down payment should be,,0.130946579043,
992,is there other options to choose ,14,Your budget is around 500K ,,0.130946579043,
1180,if there is a down payment should there be a reduction rate ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
2780,you want to know how much your down payment should be,14,You want to know how much your down payment should be,,0.130946579043,
1398,is there a way i can stay with my family ,14,You are looking for a single family home,,0.130946579043,
2778,you want to know how much your down payment should be,14,You want to know how much your down payment should be,,0.130946579043,
2763,i want to know how much your down payment should be ,14,You want to know how much your down payment should be,,0.130946579043,
2764,can i want to know how much your down payment should be ,14,You want to know how much your down payment should be,,0.130946579043,
1190,are there any benefits of delay ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
1193,is there is any other fees ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
2765,what want to know how much your down payment should be ,14,You want to know how much your down payment should be,,0.130946579043,
1304,any commisions fees ,14,You want to know how much deposit will be,,0.130946579043,
2710,is there enough surveillance in streets ,14,You want to know how safe the neighborhood is,,0.130946579043,
2751,is there police monitoring regularly ,14,You want to know how safe the neighborhood is,,0.130946579043,
2724, is there street light at more of 10 pm ,14,You want to know how safe the neighborhood is,,0.130946579043,
1303,is there any payment agreement ,14,You want to know how much deposit will be,,0.130946579043,
1111,is there other fees beside this ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
2728,how much security is there in this neighborhood ,14,You want to know how safe the neighborhood is,,0.130946579043,
2658,is there crime in the neighborhood ,14,You want to know how safe the neighborhood is,,0.130946579043,
1140,is there any additional fees apart from downpayment,14,"You want to know about other fees, beside downpayment",,0.130946579043,
1114,except for advance payment are there any fees ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
1149,beside downpaymenet is there any others fees ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
1150,is there any additional fees beside the downpayment,14,"You want to know about other fees, beside downpayment",,0.130946579043,
1337,is there a basement ,14,You are looking for a single family home,,0.130946579043,
1235,is there any options ,14,You want to know how much deposit will be,,0.130946579043,
1232,is there other options to choose ,14,You want to know how much deposit will be,,0.130946579043,
1116,are there any other fees ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
1135,sir i want know about fees is there any fee beside downpayment ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
2663,are there thieves here ,14,You want to know how safe the neighborhood is,,0.130946579043,
2804,is there a down payment to purchase this place,14,You want to know how much your down payment should be,,0.130946579043,
1134,is there any fee other than downpayment ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
1164,are there any other fees beside downpayment ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
2689,is there a rating of the safeness of the neighborhood ,14,You want to know how safe the neighborhood is,,0.130946579043,
1229,is there a refund just in case i didn t like here ,14,You want to know how much deposit will be,,0.130946579043,
1315,is there any deposit ,14,You want to know how much deposit will be,,0.130946579043,
1110,beside down payment is there any other fees ,14,"You want to know about other fees, beside downpayment",,0.130946579043,
999,are there any homes within my budget ,14,Your budget is around 500K ,,0.130946579043,
991,is there any available ,14,Your budget is around 500K ,,0.130946579043,
2654,is there enough police coverage ,14,You want to know how safe the neighborhood is,,0.130946579043,
1047,is there a comfortable home below 500 thousand dollars ,14,Your budget is around 500K ,,0.130946579043,
1432,is there any single family home avilable ,14,You are looking for a single family home,,0.130946579043,
1720,is there a condo available for purchase ,14,You are looking for a condo,,0.130946579043,
1719,are there any condos available ,14,You are looking for a condo,,0.130946579043,
2180,you want to know how much your down payment should be,14,You want to know which neighborhoods the real estate agent covers,,0.130946579043,
1715,is there any options ,14,You are looking for a condo,,0.130946579043,
3155,is there any options ,14,You are looking to buy an affordable home,,0.130946579043,
3440,is there a time to store in the parking lot ,14,You want to know the parking situation of the apartment,,0.130946579043,
3152,is there other options to choose ,14,You are looking to buy an affordable home,,0.130946579043,
3151,is there any available ,14,You are looking to buy an affordable home,,0.130946579043,
1712,is there other options to choose ,14,You are looking for a condo,,0.130946579043,
2179,you want to know how much your down payment should be,14,You want to know which neighborhoods the real estate agent covers,,0.130946579043,
2178,you want to know how much your down payment should be,14,You want to know which neighborhoods the real estate agent covers,,0.130946579043,
158,is there any inherent risk in the closing process ,14,You want to know what happens during closing process,,0.130946579043,
1705,is there any available condo unit in this area ,14,You are looking for a condo,,0.130946579043,
3459,is there a car park in the apartment ,14,You want to know the parking situation of the apartment,,0.130946579043,
2142,is there any option to take something from the neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
2141,are there any affordable places in neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
2021,is there a spacious living room ,14,You want to know how big the apartment is,,0.130946579043,
1698,is there a good selection of condos in this area ,14,You are looking for a condo,,0.130946579043,
3464,is there a parking ,14,You want to know the parking situation of the apartment,,0.130946579043,
2126,is there any restaurants or theatres nearby ,14,You want to live in Neighborhood A,,0.130946579043,
2123,is there a park in the neighborhood a,14,You want to live in Neighborhood A,,0.130946579043,
3258,you want to know how much your down payment should be,14,You are looking to move in the next two year,,0.130946579043,
3128,are there any homes that are moderately affordable ,14,You are looking to buy an affordable home,,0.130946579043,
2047,what availability is there in neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
2056,are there any openings in neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
473,is there a pool ,14,You want to know the amenties that are in the building,,0.130946579043,
472,are there any parks ,14,You want to know the amenties that are in the building,,0.130946579043,
471,what else is there ,14,You want to know the amenties that are in the building,,0.130946579043,
3417,is there available parking outside the apartment ,14,You want to know the parking situation of the apartment,,0.130946579043,
3259,you want to know how much your down payment should be,14,You are looking to move in the next two year,,0.130946579043,
352,is there any private transportation service ,14,You are looking to move immediately,,0.130946579043,
351,is there a taxi service nearby ,14,You are looking to move immediately,,0.130946579043,
1765,is there available space for storage ,14,You are looking for a condo,,0.130946579043,
3236,is there any affordable home ,14,You are looking to buy an affordable home,*,0.130946579043,
2298,you want to know how much your down payment should be,14,You want to know what service the real estate agent provides,,0.130946579043,
2299,you want to know how much your down payment should be,14,You want to know what service the real estate agent provides,,0.130946579043,
2300,you want to know how much your down payment should be,14,You want to know what service the real estate agent provides,,0.130946579043,
3260,you want to know how much your down payment should be,14,You are looking to move in the next two year,,0.130946579043,
3267,want to know how much your down payment should,14,You are looking to move in the next two year,,0.130946579043,
3268,want to know how much your down payment should,14,You are looking to move in the next two year,,0.130946579043,
3269,want to know how much your down payment should,14,You are looking to move in the next two year,,0.130946579043,
1672,how much house style is there ,14,You want to know how many homes you should view before making a decision,,0.130946579043,
1796,is there any condo ,14,You are looking for a condo,,0.130946579043,
410,is there any game station on building ,14,You want to know the amenties that are in the building,,0.130946579043,
278,is there any special requirement for trying to move immediately to my newly purchased home ,14,You are looking to move immediately,,0.130946579043,
3372,is there parking ,14,You want to know the parking situation of the apartment,,0.130946579043,
1741,are there any condos available ,14,You are looking for a condo,,0.130946579043,
3375,is there ample parking space ,14,You want to know the parking situation of the apartment,,0.130946579043,
3182,are there any cheap or affordable homes ,14,You are looking to buy an affordable home,,0.130946579043,
3395,is there any site preference in the common parking lot according to the purchase price of the apartment ,14,You want to know the parking situation of the apartment,,0.130946579043,
3402,sir is there enough parking space near aparment ,14,You want to know the parking situation of the apartment,,0.130946579043,
3405,is there any parking lots available in this area,14,You want to know the parking situation of the apartment,,0.130946579043,
459,there is heating ,14,You want to know the amenties that are in the building,,0.130946579043,
460,is there a party room ,14,You want to know the amenties that are in the building,,0.130946579043,
3413,is there a partking space for this apartment ,14,You want to know the parking situation of the apartment,,0.130946579043,
409,is there any billboard on building ,14,You want to know the amenties that are in the building,,0.130946579043,
2363,is there any special consideration in the services they provide ,14,You want to know what service the real estate agent provides,,0.130946579043,
2042,is there any properties available in the neighborhood a area ,14,You want to live in Neighborhood A,,0.130946579043,
1510,is there any stores in this area,14,You want to know about nearby grocery store ,,0.130946579043,
665, is there a easy payment possibilities ,14,You want to know how your credit score affects home buying,,0.130946579043,
1621,is there a base number of homes that i should look at ,14,You want to know how many homes you should view before making a decision,,0.130946579043,
2079,are there any homes available in neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
2084,is there a home for sale in neighborhood a,14,You want to live in Neighborhood A,,0.130946579043,
1535,is there a market near the ,14,You want to know about nearby grocery store ,,0.130946579043,
1534,is there a pharmacy near the house ,14,You want to know about nearby grocery store ,,0.130946579043,
2080,is there a property available in the neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
2075,is there any options ,14,You want to live in Neighborhood A,,0.130946579043,
1494,is there any grocery store on walking distance ,14,You want to know about nearby grocery store ,,0.130946579043,
799,is there a pool in the garden ,14,You are looking for an luxury home,,0.130946579043,
2072,is there other options to choose ,14,You want to live in Neighborhood A,,0.130946579043,
1643,is there a number of options should i view for taking decision ,14,You want to know how many homes you should view before making a decision,,0.130946579043,
2077,is there a grocery near neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
1495,sir i want to know that is there any grocery store near this home ,14,You want to know about nearby grocery store ,,0.130946579043,
1515,are there shops nearby ,14,You want to know about nearby grocery store ,,0.130946579043,
2067,is there available houses in neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
17,is there a balcony ,14,You want to know how much a real estate agent charge,,0.130946579043,
1456,is there a balcony ,14,You want to know about nearby grocery store ,,0.130946579043,
1509,is there any neraby grocery stores ,14,You want to know about nearby grocery store ,,0.130946579043,
829,is there a garden attached to the villa and its area ,14,You are looking for an luxury home,,0.130946579043,
736,are there any neighbors ,14,You are looking for an luxury home,,0.130946579043,
618,you want to know how much your down payment should be,14,You want to know how your credit score affects home buying,,0.130946579043,
808,is there a price or a surface from which we can speak of luxury housing ,14,You are looking for an luxury home,,0.130946579043,
3011,is there any subletting policy ,14,You want to know the subletting policy ,,0.130946579043,
3013,is there any subletting policy ,14,You want to know the subletting policy ,,0.130946579043,
2088,is there anything available in neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
2099,are there any homes available in neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
2100,are there any apartments in neighborhood a ,14,You want to live in Neighborhood A,,0.130946579043,
620,you want to know how much your down payment should be,14,You want to know how your credit score affects home buying,,0.130946579043,
619,you want to know how much your down payment should be,14,You want to know how your credit score affects home buying,,0.130946579043,
769,are there any luxury homes you could suggest ,14,You are looking for an luxury home,,0.130946579043,
2214,what neighborhoods the real estate agent covers,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
33,how much is a real estate agent,15,You want to know how much a real estate agent charge,,0.24102713053,
31,do you charge real estate work ,15,You want to know how much a real estate agent charge,,0.24102713053,
2215,which neighborhoods the real estate agent covers,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2204,find me buildings covered by these real estate agents,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
73,how costly is a real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
29,what percentage of the price is for the real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
3,i want to know how much a real estate agent charge ,15,You want to know how much a real estate agent charge,,0.24102713053,
4,can i know how much a real estate agent charge ,15,You want to know how much a real estate agent charge,,0.24102713053,
5,where i know how much a real estate agent charge ,15,You want to know how much a real estate agent charge,,0.24102713053,
2284,where i can want to know what service the real estate agent provides ,15,You want to know what service the real estate agent provides,,0.24102713053,
2283,i want to know what service the real estate agent provides ,15,You want to know what service the real estate agent provides,,0.24102713053,
21,i wanna hire a real estate agent how much did they cost ,15,You want to know how much a real estate agent charge,,0.24102713053,
22,how much a real estate agent charge for contract ,15,You want to know how much a real estate agent charge,,0.24102713053,
2254,does the real estate agent cover the east zone ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2253,what neighborhoods does the real estate agent cover ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2203,what areas are covered by these real estate agents,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
23,do you know the price range for a real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
2225, what neighborhoods the real estate agent usually covers ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2224, what kind of neighborhoods the real estate agent covers ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2223,are the real estate agent s surroundings safe ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
28,i want to know how much the commission is for the real estate agent,15,You want to know how much a real estate agent charge,,0.24102713053,
2216,the neighborhoods covers the real estate agent,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2252,what areas available for sale does our real estate agent have ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
35,how much are the services of a real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
2190,which neighborhoods the real estate agent covers,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
61,how much will it charge to hire a real estate agent,15,You want to know how much a real estate agent charge,,0.24102713053,
62,what are the charges of real estate agents here,15,You want to know how much a real estate agent charge,,0.24102713053,
111,i want to know how much the real estate agent charge ,15,You want to know how much a real estate agent charge,,0.24102713053,
110,what is the amount taken by the real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
72,how much does it cost for a real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
108,how much a real estate agent charge,15,You want to know how much a real estate agent charge,,0.24102713053,
94,why real estate charges more ,15,You want to know how much a real estate agent charge,,0.24102713053,
60,what is the fees of a real estate agent,15,You want to know how much a real estate agent charge,,0.24102713053,
89,what is the function of the real estate agent,15,You want to know how much a real estate agent charge,,0.24102713053,
87,what is the commission to collect from the real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
83,is it a good idea to hire a real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
82,what services does a real estate agent cover ,15,You want to know how much a real estate agent charge,,0.24102713053,
81,how much does a real estate agent charge ,15,You want to know how much a real estate agent charge,,0.24102713053,
77,how many charges does a real estate agent receive ,15,You want to know how much a real estate agent charge,,0.24102713053,
76,why does a real estate agent receive the cargo he receives ,15,You want to know how much a real estate agent charge,,0.24102713053,
75,how much cargo do you receive that is a real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
88,what percentage does the real estate agent charge for paperwork ,15,You want to know how much a real estate agent charge,,0.24102713053,
56,how much charges i have to pay to real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
50,would a real estate agent charge very highly ,15,You want to know how much a real estate agent charge,,0.24102713053,
2163,i want to know which neighborhoods the real estate agent covers ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2189,want to know which neighborhoods the real estate agent covers,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2188,want to know what service the real estate agent provides,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
34,how much is a real estate agent,15,You want to know how much a real estate agent charge,,0.24102713053,
74,how much do real estate agents cost ,15,You want to know how much a real estate agent charge,,0.24102713053,
2187,want to know what service the real estate agent provides,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2183,areas of the real estate agent ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2182,where does the real estate agent operate ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2181,in which areas does the real estate agent operate ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
42,you want to know how much a real estate agent charge,15,You want to know how much a real estate agent charge,,0.24102713053,
43,you want to know how much a real estate agent charge,15,You want to know how much a real estate agent charge,,0.24102713053,
44,you want to know how much a real estate agent charge,15,You want to know how much a real estate agent charge,,0.24102713053,
45,who pays the real estate agent fees ,15,You want to know how much a real estate agent charge,,0.24102713053,
48,i am interested in knowing how much a real estate would charge me ,15,You want to know how much a real estate agent charge,,0.24102713053,
2165,where want to know which neighborhoods the real estate agent covers ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
49,what are the costs to hire a real estate agent ,15,You want to know how much a real estate agent charge,,0.24102713053,
150,what happens in the real estate closing,15,You want to know what happens during closing process,,0.24102713053,
2164,can want to know which neighborhoods the real estate agent covers ,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2202,which neighbourhoods do these real estate agents have their buildings in,15,You want to know which neighborhoods the real estate agent covers,,0.24102713053,
2883,can i want a real estate agent to repeat what they just said ,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2292,what services does the real estate agent offer ,15,You want to know what service the real estate agent provides,,0.24102713053,
2885,who want a real estate agent to repeat what they just said ,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2309,want to know what service the real estate agent provides,15,You want to know what service the real estate agent provides,,0.24102713053,
2900,you want a real estate agent to repeat what they just said,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2323,what are the services covered by real estate agents,15,You want to know what service the real estate agent provides,,0.24102713053,
2334,what are the services provided by the real estate agent,15,You want to know what service the real estate agent provides,,0.24102713053,
2310,what service the real estate agent provides,15,You want to know what service the real estate agent provides,*,0.24102713053,
2313,what services does a real estate agent provide ,15,You want to know what service the real estate agent provides,,0.24102713053,
2370,what services does he offer me as a real estate agent ,15,You want to know what service the real estate agent provides,,0.24102713053,
2314,is a real estate agent very expensive ,15,You want to know what service the real estate agent provides,,0.24102713053,
2315,where can i find a real estate agent ,15,You want to know what service the real estate agent provides,,0.24102713053,
2373,what service does the real estate agent provide ,15,You want to know what service the real estate agent provides,,0.24102713053,
2374,what service does my real estate agent offer me ,15,You want to know what service the real estate agent provides,,0.24102713053,
2884,where i want a real estate agent to repeat what they just said ,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2375,i would like to know what service the real estate agent provides ,15,You want to know what service the real estate agent provides,,0.24102713053,
2910,the real estate agent should repeat what they just said ,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2911,a real estate agent should repeat what he said ,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2383,can you explain what you do as a real estate agent ,15,You want to know what service the real estate agent provides,,0.24102713053,
2912,real estate agent should repeat,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2324,what do these real estate agents do,15,You want to know what service the real estate agent provides,,0.24102713053,
2916,i want a real estate agent,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2899,you want a real estate agent to repeat what they just said,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2898,you want a real estate agent to repeat what they just said,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2322,what other services do these real estate agents provide,15,You want to know what service the real estate agent provides,,0.24102713053,
2344, how long does the real estate agent service provide ,15,You want to know what service the real estate agent provides,,0.24102713053,
2303,list of services provided by a real estate agent ,15,You want to know what service the real estate agent provides,,0.24102713053,
2892,can a real estate agent repeat that ,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2307,want to know what service the real estate agent provides,15,You want to know what service the real estate agent provides,,0.24102713053,
2335,services offered by the real estate agent,15,You want to know what service the real estate agent provides,,0.24102713053,
2301,what service does a real estate agent provide ,15,You want to know what service the real estate agent provides,,0.24102713053,
2362,what are the main services provided by your real estate ,15,You want to know what service the real estate agent provides,,0.24102713053,
2302,services provided by a real estate agent ,15,You want to know what service the real estate agent provides,,0.24102713053,
2343, what kind of service does the real estate agent provide ,15,You want to know what service the real estate agent provides,,0.24102713053,
2308,want to know what service the real estate agent provides,15,You want to know what service the real estate agent provides,,0.24102713053,
2345, how the real estate agent provides the service ,15,You want to know what service the real estate agent provides,,0.24102713053,
2285,want to know what service the real estate agent provides ,15,You want to know what service the real estate agent provides,,0.24102713053,
565,do i call the real estate agent first when house hunting,15,You want to know what the first step to buying a home is,,0.24102713053,
2936,i want to hear it all again from a real estate agent,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2935,find me a real estate agent to repeat the whole thing again,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2336,service provided by the real estate agent,15,You want to know what service the real estate agent provides,,0.24102713053,
2934,i want to hire a real estate agent to explain the whole thing told by the other party,15,You want a real estate agent to repeat what they just said,,0.24102713053,
2293,i want to know the services of the real estate agent,15,You want to know what service the real estate agent provides,,0.24102713053,
1224,how much will be the house deposit ,16,You want to know how much deposit will be,,0.137777756587,
1348,is the house for a single family ,16,You are looking for a single family home,,0.137777756587,
1353,need a house for one family,16,You are looking for a single family home,,0.137777756587,
1354,buy a house for one family,16,You are looking for a single family home,,0.137777756587,
1355,consider buying a house for one family,16,You are looking for a single family home,,0.137777756587,
1651,what do the houses owe ,16,You want to know how many homes you should view before making a decision,,0.137777756587,
941,the house is ready to move,16,You want to know how long it usually takes to buy a home,,0.137777756587,
2942,what area is the house,16,You want a real estate agent to repeat what they just said,,0.137777756587,
2941,the price of the house,16,You want a real estate agent to repeat what they just said,,0.137777756587,
2940,in what condition is the house,16,You want a real estate agent to repeat what they just said,,0.137777756587,
1646, does all the houses are the same in the company ,16,You want to know how many homes you should view before making a decision,,0.137777756587,
1652,should the houses ,16,You want to know how many homes you should view before making a decision,,0.137777756587,
540,the price of the house,16,You want to know what the first step to buying a home is,,0.137777756587,
541,what area is the house,16,You want to know what the first step to buying a home is,,0.137777756587,
940,the owners would delay in delivering the house,16,You want to know how long it usually takes to buy a home,,0.137777756587,
542,in what condition is the house,16,You want to know what the first step to buying a home is,,0.137777756587,
1666,can i see all of the houses ,16,You want to know how many homes you should view before making a decision,,0.137777756587,
796,how luxurious is the house ,16,You are looking for an luxury home,,0.137777756587,
310,is the house ready to be occupied immediately ,16,You are looking to move immediately,,0.137777756587,
3308,inflation in the coming years affects the price of the house,16,You are looking to move in the next two year,,0.137777756587,
1906,what is the house located in ,16,You want to know how much credit score you need to buy a home,,0.137777756587,
1907,is the house spacious ,16,You want to know how much credit score you need to buy a home,,0.137777756587,
1407,how many people is the house ,16,You are looking for a single family home,,0.137777756587,
810,the price of the house,16,You are looking for an luxury home,,0.137777756587,
3306,inflation in the coming years affects the price of the house,16,You are looking to move in the next two year,,0.137777756587,
811,the area of the house,16,You are looking for an luxury home,*,0.137777756587,
3200,how much does the house cost ,16,You are looking to buy an affordable home,,0.137777756587,
788,does the house have a granite kitchen ,16,You are looking for an luxury home,,0.137777756587,
3570,can my cat live in the house ,16,Your want to know if an apartment allows pet ,,0.137777756587,
787,does the house have a pool ,16,You are looking for an luxury home,,0.137777756587,
220,there are many offers for the house,16,You want to know what happens during closing process,,0.137777756587,
1409,is the house suitable for young children ,16,You are looking for a single family home,,0.137777756587,
1410,the housing price,16,You are looking for a single family home,,0.137777756587,
745,the finishes of the house must be first,16,You are looking for an luxury home,,0.137777756587,
740,what days can we go to see the houses ,16,You are looking for an luxury home,,0.137777756587,
3406,is it safe to park the care infront of the house ,16,You want to know the parking situation of the apartment,,0.137777756587,
925, how long does the payment take after choosing the house ,16,You want to know how long it usually takes to buy a home,,0.137777756587,
926, how much time i usually must wait to start the payment of the house ,16,You want to know how long it usually takes to buy a home,,0.137777756587,
3281,does the house have a pool ,16,You are looking to move in the next two year,,0.137777756587,
1421,my grandmother can move around the house ,16,You are looking for a single family home,,0.137777756587,
1340,how many schools do we have near the house ,16,You are looking for a single family home,,0.137777756587,
1408,does the house have recreation areas ,16,You are looking for a single family home,,0.137777756587,
16,what area is the apartment ,16,You want to know how much a real estate agent charge,,0.137777756587,
2611,do you have more than one room ,17,You want to know how many bedrooms the apartment has,,0.149074704256,
1433,do you have any single family home ,17,You are looking for a single family home,,0.149074704256,
2091,do you have any homes available in neighborhood a ,17,You want to live in Neighborhood A,,0.149074704256,
1657,do you have other areas to compare ,17,You want to know how many homes you should view before making a decision,,0.149074704256,
2397,what other services do you offer ,17,You want to know what service the real estate agent provides,,0.149074704256,
1405,do you have one in neighbourhood by the river it s very important to me ,17,You are looking for a single family home,,0.149074704256,
2398,do you offer the temporary rental service ,17,You want to know what service the real estate agent provides,,0.149074704256,
1645, how many houses do you have for a large family ,17,You want to know how many homes you should view before making a decision,,0.149074704256,
1633,which one do you recommend me ,17,You want to know how many homes you should view before making a decision,,0.149074704256,
2549,how many main rooms do you have ,17,You want to know how many bedrooms the apartment has,,0.149074704256,
1629,do you have enough house to show me ,17,You want to know how many homes you should view before making a decision,,0.149074704256,
2385,do you have open houses ,17,You want to know what service the real estate agent provides,,0.149074704256,
1665,how many houses do you have ,17,You want to know how many homes you should view before making a decision,,0.149074704256,
1559,do you have a phone number to ask about your schedule ,17,You want to know about nearby grocery store ,,0.149074704256,
2387,do you prepare the buying selling papers ,17,You want to know what service the real estate agent provides,,0.149074704256,
2432,do you have a lease on the apartment for some time ,17,You want to know the duration of the lease term,,0.149074704256,
2085,do you have available place near neighborhood a ,17,You want to live in Neighborhood A,,0.149074704256,
1518,do you have a grocery store near this house ,17,You want to know about nearby grocery store ,,0.149074704256,
1701,do you have a condo near a mall ,17,You are looking for a condo,,0.149074704256,
2059,do you have a printout of all properties in this neighbourhood ,17,You want to live in Neighborhood A,,0.149074704256,
1731,do you have any condos available ,17,You are looking for a condo,,0.149074704256,
2211,which neighborhoods do you cover ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2319,do you offer lawyer services ,17,You want to know what service the real estate agent provides,,0.149074704256,
2318,what service do you offer to your clients ,17,You want to know what service the real estate agent provides,,0.149074704256,
2316,what services do you provide ,17,You want to know what service the real estate agent provides,,0.149074704256,
2222,do you attend just one neighborhoods for giving me possible options ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2229,which neighborhood do you have houses ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2231,do you have work for this neighborhood ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2232,what places do you have available to move ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2263,which neighborhoods do you sell properties on ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2265,in which neighborhoods do you have listings ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2267,do you have listings near this city ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2271,what neighborhoods do you cover ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2277,do you have an offer of real estate in the central area of the city ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2278,how many private neighborhoods do you offer in the city ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
1795,what tupe of condo you have ,17,You are looking for a condo,,0.149074704256,
1794,do you have condo ,17,You are looking for a condo,,0.149074704256,
2279,what area of the city do you have available for sale ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
1754,do you know of any condo available ,17,You are looking for a condo,,0.149074704256,
2210,which neighborhoods do you cover ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2208,do you have houses for rent or sale in which neighborhoods ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
2207,do you covers any other homes near my home ,17,You want to know which neighborhoods the real estate agent covers,,0.149074704256,
1268,do you want to know how many deposits do you need to cancel ,17,You want to know how much deposit will be,,0.149074704256,
2052,what do you have in neighborhood a,17,You want to live in Neighborhood A,,0.149074704256,
2342,besides looking for apartments which additional serviced do you offer ,17,You want to know what service the real estate agent provides,,0.149074704256,
1697,do you have any condos ,17,You are looking for a condo,,0.149074704256,
1700,do you have many condos on your books at present ii m,17,You are looking for a condo,,0.149074704256,
1994,do you have medium apartments ,17,You want to know how big the apartment is,,0.149074704256,
2736,do you have security cameras ,17,You want to know how safe the neighborhood is,,0.149074704256,
1993,do you have small apartments ,17,You want to know how big the apartment is,,0.149074704256,
1359,do you have a detached house for rent or sale ,17,You are looking for a single family home,,0.149074704256,
1707,do you have any condo available ,17,You are looking for a condo,,0.149074704256,
1374,sir i want a single family home do you have any ,17,You are looking for a single family home,,0.149074704256,
